Day,Hire_count,temp,feelslike,humidity,precip,dew,windspeed,conditions,Season
01-01-2017,6534,6.5,3.8,90.5,8.97,5.1,20.3,3,1
02-01-2017,11954,3.5,0.9,82.4,2,0.7,15.4,3,1
03-01-2017,19622,2.1,-1,85.5,0,-0.1,20.2,3,1
04-01-2017,22122,5.3,2.5,74.8,0,1,17.6,1,1
05-01-2017,23580,2.6,2.2,78.8,0,-0.8,7.4,1,1
06-01-2017,18973,3.3,1.8,90.8,1,1.8,16.4,3,1
07-01-2017,13879,8.8,7.8,95.7,2.21,8.1,15.6,3,1
08-01-2017,13506,9.1,8.9,93.6,0.2,8.1,7.9,3,1
09-01-2017,38042,8.3,6,91.7,3.39,7,23.5,3,1
10-01-2017,28106,6.6,4.1,83.7,1.99,4.1,17.2,3,1
11-01-2017,28270,8.5,6.4,72.9,0,3.6,27.8,1,1
12-01-2017,17109,5,1.9,81.6,16.97,2.1,24.4,4,1
13-01-2017,20963,3.2,-1.1,75,2.6,-0.9,33.5,4,1
14-01-2017,13766,2.4,-0.9,85.3,0.4,0.2,17.6,3,1
15-01-2017,6752,5.5,3.4,95.2,5.4,4.8,15.9,3,1
16-01-2017,19230,5.3,4.3,88.6,3.41,3.6,8.4,3,1
17-01-2017,27281,3.1,2.7,73.7,0,-1.4,8.2,1,1
18-01-2017,27194,1.4,1.4,72.2,0,-3.4,4.6,1,1
19-01-2017,26826,3.4,2.3,74.8,0,-0.8,12.5,1,1
20-01-2017,25125,3.4,1.3,70.7,0,-1.7,16.7,1,1
21-01-2017,17552,1.9,0,69.9,0,-3.3,15,1,1
22-01-2017,15628,0.7,0.4,88.2,0,-1.1,6.9,1,1
23-01-2017,23280,1.3,0.6,94.9,0.2,0.5,6.4,3,1
24-01-2017,26611,3.9,3.3,89.6,0,2.2,11.5,1,1
25-01-2017,25175,1.4,0,97.2,0,1.1,11.3,1,1
26-01-2017,23831,-0.2,-3.2,82.9,0,-2.7,13,1,1
27-01-2017,23387,3.5,1.5,84.9,0,1.2,17.1,1,1
28-01-2017,17523,7.5,4.9,78.7,0.2,4,22.7,3,1
29-01-2017,9078,6.6,4.1,90.5,4,5.2,19.8,3,1
30-01-2017,24969,7.7,6.3,90.1,9,6.3,15.5,3,1
31-01-2017,22623,6.8,4.3,94.3,0.6,6,17.9,3,1
01-02-2017,23181,10.4,10.1,93.5,7.99,9.4,23.7,3,1
02-02-2017,25601,10.8,10.8,84.9,0.21,8.4,27.6,3,1
03-02-2017,23231,8.8,6.9,79.6,0.82,5.5,37.2,3,1
04-02-2017,17324,5.8,4.7,86.3,1.61,3.6,11.9,3,1
05-02-2017,14570,5.3,3.2,88.5,0.2,3.5,16.6,3,1
06-02-2017,24312,5,3.5,84.8,0,2.6,17.3,1,1
07-02-2017,27156,7.5,6.6,82,6.2,4.4,14.6,3,1
08-02-2017,25770,4.8,2.9,81.7,0,1.9,13.6,1,1
09-02-2017,22900,2.4,-0.7,82.8,0,-0.2,17.3,1,1
10-02-2017,18673,2.1,-1.1,88.4,0.4,0.4,15.7,3,1
11-02-2017,9394,2.1,-1.1,87.7,1,0.3,15.5,4,1
12-02-2017,10272,3.5,0.2,87.3,0.6,1.6,22.1,3,1
13-02-2017,24159,6.1,2.7,81.3,0,3,26.8,1,1
14-02-2017,26649,7.4,5.7,75.9,0,3.5,16.3,1,1
15-02-2017,24330,9.4,8.4,88.6,1.01,7.7,22.5,3,1
16-02-2017,26649,8.8,7.6,82.4,0.2,5.9,18.6,3,1
17-02-2017,25883,9.5,8.5,79.3,0.2,6,15.6,3,1
18-02-2017,21292,8.2,6.9,82.8,0,5.3,13.9,1,1
19-02-2017,19169,8.5,7.4,85.1,0,6.1,18,1,1
20-02-2017,28665,12.6,12.6,84.1,0.2,9.9,27.4,3,1
21-02-2017,28929,11.8,11.8,85.2,0.01,9.4,26.3,3,1
22-02-2017,27290,12.2,12.2,82.6,0,9.3,33.6,1,1
23-02-2017,22520,9.9,8.7,70.1,0.81,4.5,56.4,3,1
24-02-2017,26832,6.4,4.1,64.9,0,0,20.8,1,1
25-02-2017,14132,8.7,6.5,80.7,0.6,5.6,27.9,3,1
26-02-2017,14911,10.6,10.5,84,1.2,7.9,34.2,3,1
27-02-2017,20001,7.4,4.6,86.3,11.78,5.2,29.2,3,1
28-02-2017,24755,5.1,1.8,79.9,1.8,1.7,31.5,3,1
01-03-2017,24746,7.4,4.8,79.4,0.4,4,37.6,3,2
02-03-2017,26938,8,5.3,61,0.4,0.6,39.3,3,2
03-03-2017,22914,8.6,7.4,82.9,2.01,5.9,17.5,3,2
04-03-2017,21546,9.1,7.6,77.7,1.22,5.2,26.9,3,2
05-03-2017,10593,7.4,4.7,79.8,5,4.1,31.6,3,2
06-03-2017,26917,7.4,5.9,72.3,1,2.4,23.2,3,2
07-03-2017,29174,7.7,5.9,73.1,0.2,3,18.5,3,2
08-03-2017,24440,11,10.2,86,2.98,8.7,23.8,3,2
09-03-2017,31113,13,13,66.1,0,6.2,22.7,1,2
10-03-2017,28126,9.9,9.1,81.9,0,6.9,15.1,1,2
11-03-2017,30560,13.1,13.1,78,0,9.2,10.8,1,2
12-03-2017,15850,11.6,11.6,77.7,0.81,7.8,13.7,3,2
13-03-2017,32177,11.4,10.9,65.1,0,4.8,14.1,1,2
14-03-2017,30857,11.5,10.8,82,0,8.4,20.5,1,2
15-03-2017,34548,12.2,12.1,77.4,0,7.9,11.6,1,2
16-03-2017,31876,10.1,9.5,83,0,7.2,20.5,1,2
17-03-2017,26481,9.1,8.2,69,0,3.6,36.4,1,2
18-03-2017,7771,12.6,12.6,83.2,0.8,9.7,32.3,3,2
19-03-2017,19335,13.1,13.1,75.8,0,8.9,38,1,2
20-03-2017,24145,11,10.5,84.1,3.19,8.4,32,3,2
21-03-2017,30182,8.2,6.1,63.1,0,1.3,29.8,1,2
22-03-2017,23725,7.5,5.3,77.9,3.01,3.9,26.7,3,2
23-03-2017,27639,8.9,7.4,77,4.2,4.9,31.5,3,2
24-03-2017,27578,9.1,7.2,75.6,0,4.9,25,1,2
25-03-2017,28374,9.8,8.4,52.5,0,-1,28.6,1,2
26-03-2017,24090,10,8.7,65,0,3.4,24.7,1,2
27-03-2017,30887,10,9,77.2,0,6,15.1,1,2
28-03-2017,32314,11.2,10.8,77.4,0,7.1,26.2,1,2
29-03-2017,29907,13.2,13.2,80.3,0.2,9.9,24.3,3,2
30-03-2017,34219,16.1,16.1,61.4,0,8.4,24.6,1,2
31-03-2017,30730,13.9,13.9,65.8,0,7.5,28.7,1,2
01-04-2017,28237,12.2,12.2,69.3,0.01,6.6,21.2,3,2
02-04-2017,31064,11.7,11.4,67.5,0,5.5,11.3,1,2
03-04-2017,34287,11.7,11.7,72.1,0,6.4,21.3,1,2
04-04-2017,30887,11.9,11.7,79.2,0,8.4,15,1,2
05-04-2017,33985,11,10.5,63.4,0,4.1,16.3,1,2
06-04-2017,36003,12.1,12.1,62.7,0,4.8,11.7,1,2
07-04-2017,35434,12.3,12.3,63.3,0,5.3,10.5,1,2
08-04-2017,38878,13.6,13.6,66.3,0,6.6,13,1,2
09-04-2017,42854,16.2,16.1,58.6,0,7.1,26.7,1,2
10-04-2017,31158,11.8,11.6,56.7,0,3.3,20.7,1,2
11-04-2017,35436,11.5,11,58.5,0,3.5,18.5,1,2
12-04-2017,32570,11.6,10.8,66.5,0,5.3,25.4,1,2
13-04-2017,30343,10.8,10.4,58.4,0,2.7,17.7,1,2
14-04-2017,22357,11.8,11.6,61.5,0,4.6,23.3,1,2
15-04-2017,24627,12,12,58.8,0,3.5,21.7,1,2
16-04-2017,23090,11.1,10.6,61.8,0,3.9,22.6,1,2
17-04-2017,20130,10.2,9.5,66.5,0.2,4,16.4,3,2
18-04-2017,29490,8.7,7.4,57.8,0,0.3,20.7,1,2
19-04-2017,32500,9,8.2,54.9,0,-0.2,11.9,1,2
20-04-2017,33546,11,10.4,61.3,0,3.9,17.9,1,2
21-04-2017,31510,12.5,12.5,69.8,0,6.8,15.8,1,2
22-04-2017,28323,12,11.7,65.3,0,5.3,14.6,1,2
23-04-2017,28736,11.6,11,59.1,0,3.6,15.3,1,2
24-04-2017,28500,10.2,9.7,72.7,0.4,5.3,20.3,3,2
25-04-2017,32383,6.4,4.3,51.9,0,-3.2,20.4,1,2
26-04-2017,28360,6.3,4,70,1,1.1,22.7,3,2
27-04-2017,26727,6.9,5.9,72.2,0.8,1.9,18.6,3,2
28-04-2017,30390,10.5,10.1,66.2,0,4.3,11.4,1,2
29-04-2017,28450,11.3,11.1,61.8,0,3.7,20.9,1,2
30-04-2017,27461,13.5,13.5,53.7,0,4.1,28.4,1,2
01-05-2017,18493,10.8,10.4,78.9,0.61,7.2,18.2,3,2
02-05-2017,32945,12.2,11.9,70.9,0,6.6,16.3,1,2
03-05-2017,27191,9.8,8.8,80.7,0.4,6.6,18.9,3,2
04-05-2017,31200,11.3,11,76.3,0.2,7.1,21.3,3,2
05-05-2017,31355,11.5,10.9,64.8,0,4.7,30.4,1,2
06-05-2017,29020,12.3,12.2,71.4,0,7.2,22.8,1,2
07-05-2017,28491,12.1,11.7,69.1,0,6.3,14.5,1,2
08-05-2017,30426,10,8.9,68.1,0,4.4,21.8,1,2
09-05-2017,33211,10.2,9.4,60.9,0,2.8,14.1,1,2
10-05-2017,36305,11.7,11.6,63.4,0,4.7,15.8,1,2
11-05-2017,33911,14.1,13.8,65.8,0,7.3,17.6,1,2
12-05-2017,32618,14.9,14.9,80,1,11.3,24.6,3,2
13-05-2017,29539,14.3,14.3,68.8,0,8.3,26.2,1,2
14-05-2017,30145,14.8,14.8,66.7,0.62,8.2,22.1,3,2
15-05-2017,25882,14.4,14.4,79,0.8,10.8,24.8,3,2
16-05-2017,35964,18.8,18.8,74.5,0.4,14,28.5,3,2
17-05-2017,18926,15.9,15.9,92.8,7.91,14.8,15.6,3,2
18-05-2017,23268,12.5,12.5,80.6,9.97,8.9,12.2,3,2
19-05-2017,28730,11.9,11.7,77.6,7.21,7.9,17.1,3,2
20-05-2017,26825,12.3,12.2,72.1,0.8,7.3,25.2,3,2
21-05-2017,33728,14.9,14.9,66.1,0,8,17.5,1,2
22-05-2017,40021,18.2,18.2,58.4,0,9.2,20.4,1,2
23-05-2017,39259,16.9,16.9,73.4,0,12,14.4,1,2
24-05-2017,41644,19.8,19.8,66.3,0,12.7,9.9,1,2
25-05-2017,43528,20,20,65.6,0,12.8,20.2,1,2
26-05-2017,43701,20.4,20.4,62.4,0,12.6,23.7,1,2
27-05-2017,35354,19.3,19.3,68.6,0,13.3,28.6,1,2
28-05-2017,27909,17.4,17.4,75.1,3.99,12.3,9.2,3,2
29-05-2017,26476,18,18,83.9,7.8,15.2,17.3,3,2
30-05-2017,37517,17.7,17.7,74.4,0,13,24.2,1,2
31-05-2017,39019,17.9,17.9,71.6,0,12.5,10.8,1,2
01-06-2017,42514,19.2,19.2,64.7,0,11.8,17,1,3
02-06-2017,34459,19,19,76,2.02,14.4,13.8,3,3
03-06-2017,38635,17.7,17.7,64.2,0,10.2,21.6,1,3
04-06-2017,30840,15.2,15.2,64.6,0.99,8.4,24.7,3,3
05-06-2017,30846,14.9,14.9,74.5,0,10.3,31.9,1,3
06-06-2017,17387,12.9,12.9,81,18.99,9.5,44.2,3,3
07-06-2017,34819,14.9,14.9,64.4,3.98,7.9,31.5,3,3
08-06-2017,32751,15.7,15.7,77.5,1,11.8,27.4,3,3
09-06-2017,33705,16.4,16.4,73.3,1.21,11.3,25.5,3,3
10-06-2017,36788,18.3,18.3,67.3,0,11.9,29.7,1,3
11-06-2017,32997,18.9,18.9,67.2,0,12.4,30,1,3
12-06-2017,36114,15.9,15.9,65.5,0,9.4,24,1,3
13-06-2017,41337,17.6,17.6,65.8,0,10.7,10.2,1,3
14-06-2017,44762,20.2,20.2,58.4,0,11.4,15.4,1,3
15-06-2017,42249,19.2,19.2,62,0,11.3,31.2,1,3
16-06-2017,40288,18.1,18.1,64.8,0,11.1,20.7,1,3
17-06-2017,41719,22.9,23.1,65.3,0,15.5,13.6,1,3
18-06-2017,38577,24.6,24.7,60,0,15.9,13.6,1,3
19-06-2017,41624,25.3,25.3,58.4,0,15.9,13.8,1,3
20-06-2017,43185,23.7,23.7,62.1,0,15.5,18.2,1,3
21-06-2017,43885,24.3,24.7,65.7,0,16.9,16.2,1,3
22-06-2017,39708,21.6,21.6,68,0,15.3,27.1,1,3
23-06-2017,40025,18.9,18.9,65.6,0,12.1,27.9,1,3
24-06-2017,30271,19.2,19.2,76,0,14.8,24.9,1,3
25-06-2017,31012,18.3,18.3,69.1,0.2,12.4,29.8,3,3
26-06-2017,42096,18.6,18.6,49.9,0,7.5,16.6,1,3
27-06-2017,24206,17.3,17.3,76.2,8.98,12.8,17.5,3,3
28-06-2017,33008,15.3,15.3,86.8,12.2,13.1,14.5,3,3
29-06-2017,38137,15.2,15.2,72.5,0.2,10.3,15.6,3,3
30-06-2017,40350,18,18,67.6,0,11.8,17,1,3
01-07-2017,36183,18.1,18.1,66.9,0,11.6,20,1,3
02-07-2017,42875,18.9,18.9,58.6,0,10.1,19.7,1,3
03-07-2017,39970,19.1,19.1,64.8,0,12.2,21.6,1,3
04-07-2017,43784,19.6,19.6,66.3,0,12.8,15.1,1,3
05-07-2017,46035,21.9,21.9,59.3,0,13.2,16.6,1,3
06-07-2017,44386,24,24.2,59.2,0,15.3,17.9,1,3
07-07-2017,43547,23.6,23.5,56.1,6.95,13.7,20.7,3,3
08-07-2017,40196,21.8,21.8,56.8,0,12.2,18.1,1,3
09-07-2017,38912,22.1,22.1,60.6,0,13.6,17.3,1,3
10-07-2017,41086,21.3,21.3,60,0,12.7,23.7,1,3
11-07-2017,25955,16.6,16.6,77.6,6,12.5,22.6,3,3
12-07-2017,38377,17.3,17.3,72.7,31.35,11.6,21.5,3,3
13-07-2017,42082,17.9,17.9,59.2,0,9.4,17.1,1,3
14-07-2017,38932,17.8,17.8,62.3,0,10.1,20,1,3
15-07-2017,30690,18.1,18.1,73.7,0,13.4,19.2,1,3
16-07-2017,31595,21.4,21.4,74.8,0,16.7,21.3,1,3
17-07-2017,41811,21,21,52,0,10.3,16.4,1,3
18-07-2017,41804,21.3,21.3,63,0,13.6,24.7,1,3
19-07-2017,39340,20.2,20.2,82.2,5.42,17,24.6,3,3
20-07-2017,37164,18.2,18.2,72.6,0.41,12.7,27.1,3,3
21-07-2017,37967,17.9,17.9,63.7,0,10.7,26.6,1,3
22-07-2017,16392,14.9,14.9,87.3,18.41,12.7,21.5,3,3
23-07-2017,26432,15.1,15.1,83.4,1,12.1,21.9,3,3
24-07-2017,32515,16.1,16.1,82,0.41,12.9,22.3,3,3
25-07-2017,41029,17.9,17.9,70.2,0,12.2,14.9,1,3
26-07-2017,33566,17.8,17.8,84.3,0.81,15.1,25.6,3,3
27-07-2017,32588,16.6,16.6,76.7,3.98,12.4,26.4,3,3
28-07-2017,32857,16.8,16.8,78.4,1.99,12.8,29.3,3,3
29-07-2017,23334,17.5,17.5,81.7,4.21,14.1,23.2,3,3
30-07-2017,31893,17.5,17.5,75.5,24.48,12.8,27,3,3
31-07-2017,38541,17.6,17.6,68.1,0,11.2,24.1,1,3
01-08-2017,39837,17.6,17.6,69.8,0,11.6,23.4,1,3
02-08-2017,27123,17.1,17.1,83,7,14.1,28.3,3,3
03-08-2017,34430,18.6,18.6,75.7,0.21,14.1,34.1,3,3
04-08-2017,34893,18.2,18.2,69,0,12.3,23.9,1,3
05-08-2017,27715,17.3,17.3,64,0.21,10.3,16.9,3,3
06-08-2017,31536,16.4,16.4,68.2,0,10.1,21.9,1,3
07-08-2017,32303,16.7,16.7,79.6,0,13.1,16.9,1,3
08-08-2017,33854,15.9,15.9,82,0.1,12.8,17.6,3,3
09-08-2017,11525,14.2,14.2,90.4,29.97,12.7,21,3,3
10-08-2017,35707,15.8,15.8,70.4,5.98,10.1,18.6,3,3
11-08-2017,34462,16,16,75.4,0,11.2,22.8,1,3
12-08-2017,31034,19,19,69.8,0,13,21.9,1,3
13-08-2017,34928,17.8,17.8,53,0,7.7,11,1,3
14-08-2017,35979,18.1,18.1,63.3,0,10.7,17.3,1,3
15-08-2017,38181,19,19,64.4,0,11.8,20.1,1,3
16-08-2017,37037,17.1,17.1,67.1,0,10.7,22,1,3
17-08-2017,31947,19.4,19.4,77.2,2.99,15.1,28.3,3,3
18-08-2017,28252,16.2,16.2,77.3,3,12.2,25.1,3,3
19-08-2017,29156,16.3,16.3,66,0,9.6,28.1,1,3
20-08-2017,25270,15.4,15.4,73.6,0,10.3,18.2,1,3
21-08-2017,27725,16.6,16.6,89.4,4.89,14.8,13.8,3,3
22-08-2017,33327,19.4,19.4,82.3,0,16.2,15.3,1,3
23-08-2017,34439,18.9,18.9,78.6,0.2,15,22.6,3,3
24-08-2017,34548,17.4,17.4,72.9,0,12.2,16.2,1,3
25-08-2017,35108,18.1,18.1,72.7,0,12.5,8.4,1,3
26-08-2017,31442,19.7,19.7,66.1,0,12.6,9.8,1,3
27-08-2017,33657,20.7,20.7,61.1,0,12.7,9.5,1,3
28-08-2017,34862,21.6,21.6,67.1,0,14.7,12.4,1,3
29-08-2017,35427,20.6,20.6,70.5,0,14.9,15,1,3
30-08-2017,22542,13.6,13.6,84.7,6.57,11,17,3,3
31-08-2017,35953,14.8,14.8,75.8,0.21,10,11.5,3,3
01-09-2017,36194,15.8,15.8,67.7,0,9,14.4,1,4
02-09-2017,35246,16.2,16.2,64.9,0,9.2,12.6,1,4
03-09-2017,21934,14.8,14.8,77.6,0,10.8,24.5,1,4
04-09-2017,28710,17.6,17.6,90.4,2.41,15.9,19.6,3,4
05-09-2017,32336,18,18,84.1,0.4,15.3,24.8,3,4
06-09-2017,36559,15.4,15.4,71.8,0.6,10,20.2,3,4
07-09-2017,35614,15.8,15.8,73.3,0,11,22.3,1,4
08-09-2017,23199,15.7,15.7,82.7,5.8,12.8,21.8,3,4
09-09-2017,28349,13.7,13.7,79.4,0.02,9.9,21.2,3,4
10-09-2017,21298,13.3,13.2,85.3,0.6,10.8,32,3,4
11-09-2017,26886,14.3,14.3,77,0.42,10.2,32.8,3,4
12-09-2017,32569,14,14,75.9,0.2,9.5,33.1,3,4
13-09-2017,32583,14.7,14.7,68.1,5,8.8,44.3,3,4
14-09-2017,33252,12.6,12.1,72.5,0,7.6,26.7,1,4
15-09-2017,31628,11.8,11.4,76.7,0.21,7.6,15.4,3,4
16-09-2017,26166,11.9,11.8,81,0.61,8.7,11.2,3,4
17-09-2017,25300,12.6,12.6,79.4,0,9.1,12.1,1,4
18-09-2017,30718,13.6,13.6,77.2,0.2,9.5,15.7,3,4
19-09-2017,34917,11.5,11.4,81.4,3.01,8.2,10.2,3,4
20-09-2017,35149,13.7,13.6,83.5,0,10.8,19.9,1,4
21-09-2017,31174,15.5,15.5,80.6,0.81,12.1,23.7,3,4
22-09-2017,36125,13.1,13.1,77.1,0.2,8.7,17.9,3,4
23-09-2017,30654,15.8,15.8,68.6,0,9.9,16.9,1,4
24-09-2017,32726,16.8,16.8,70.7,0,11,19.5,1,4
25-09-2017,30066,16.6,16.6,82.9,1.22,13.7,12.9,3,4
26-09-2017,37394,16.8,16.8,78.4,0,12.9,12.1,1,4
27-09-2017,34694,16.6,16.6,83.5,0,13.6,16.9,1,4
28-09-2017,35526,16.8,16.8,82.6,14.98,13.6,15.6,3,4
29-09-2017,28782,16.4,16.4,86.6,3.2,14.2,18.5,3,4
30-09-2017,29003,13.9,13.9,79.7,0,10.3,20.3,1,4
01-10-2017,22814,16.3,16.3,88.1,2.2,14.3,25,3,4
02-10-2017,33891,15.4,15.4,69.2,0,9.7,30.5,1,4
03-10-2017,37187,12.2,11.9,71.6,0,6.9,19.6,1,4
04-10-2017,36798,12.6,12.4,71,0,7.4,26,1,4
05-10-2017,34779,14.5,14.5,66,1,7.9,33.3,3,4
06-10-2017,35344,11.6,11.1,69.3,0,5.9,16.2,1,4
07-10-2017,25505,14,14,78.4,0.2,10.3,23.7,3,4
08-10-2017,28830,13.2,13.1,79.8,0.6,9.6,13.3,3,4
09-10-2017,34182,13.5,13.5,83,0,10.6,15.3,1,4
10-10-2017,35961,14.1,14.1,84.8,0.2,11.5,21,3,4
11-10-2017,32760,15.3,15.3,81,0.2,12.1,27.7,3,4
12-10-2017,36372,13.4,13.4,77.9,0.8,9.4,20.4,3,4
13-10-2017,34229,16.1,16.1,85.6,0,13.7,23.6,1,4
14-10-2017,32123,17.2,17.2,81.4,0,14,17.7,1,4
15-10-2017,32696,15.4,15.4,86.8,0,13.1,21.7,1,4
16-10-2017,34787,16.9,16.9,79.6,0,13.1,31.4,1,4
17-10-2017,35199,13.1,13.1,68.9,0,7.5,23.8,1,4
18-10-2017,27348,13.7,13.7,85.1,2.99,11.2,11.1,3,4
19-10-2017,31069,15.6,15.6,91.5,3.19,14.2,25.6,3,4
20-10-2017,31306,13.4,13.4,78.5,1.01,9.6,30.6,3,4
21-10-2017,22475,13.9,13.9,76.7,0.8,9.9,39,3,4
22-10-2017,21013,11.6,11.6,70,0,6.2,31.4,1,4
23-10-2017,30604,13.6,13.6,86.6,0,11.4,15.7,1,4
24-10-2017,33732,16.5,16.5,86,0,14.1,28.2,1,4
25-10-2017,36064,15.3,15.3,77.6,0,11.3,22.5,1,4
26-10-2017,28423,13.1,13.1,95.9,0.99,12.4,10,3,4
27-10-2017,34654,12,11.9,75.7,0,7.7,12.3,1,4
28-10-2017,26633,10.6,9.7,85.1,0,8.1,25.7,1,4
29-10-2017,22228,12.5,12.2,69.4,0.2,6.9,22.9,3,4
30-10-2017,31364,7.8,7.5,75,0,3.5,7.1,1,4
31-10-2017,33312,10,9.7,78.9,0,6.5,17.2,1,4
01-11-2017,34747,11.1,10.9,81.3,0,7.7,10.7,1,4
02-11-2017,34290,9.2,9.2,89.3,0,7.5,4.9,1,4
03-11-2017,34716,11.3,11.2,85.8,0,8.9,9.7,1,4
04-11-2017,17801,11.5,11.1,87.6,3,9.4,19.1,3,4
05-11-2017,21588,7.2,5.3,77.4,0.2,3.4,20.2,3,4
06-11-2017,30663,6.1,5.4,82.4,0.2,3.1,12.5,3,4
07-11-2017,27314,10,9.3,82.8,0.2,7.2,18.8,3,4
08-11-2017,29455,7.4,5.8,78.1,4.01,3.8,15.4,3,4
09-11-2017,31374,8.3,7.8,85.9,0,6,13.3,1,4
10-11-2017,28480,10.2,9.1,69,0.6,4.5,23.1,3,4
11-11-2017,16679,8.6,7.6,89.3,14.14,6.9,10.9,3,4
12-11-2017,16460,7.4,4.8,73.6,2.01,2.7,25.5,3,4
13-11-2017,29301,5.5,3.3,70.5,0,0.5,16.6,1,4
14-11-2017,29355,9.1,8.2,83.4,0.2,6.5,16.2,3,4
15-11-2017,30564,10.5,10.5,93,0.2,9.5,10.2,3,4
16-11-2017,31112,11,10.9,81.6,0,7.9,18.5,1,4
17-11-2017,29876,6.1,5.5,73.7,0.2,1.5,9.7,3,4
18-11-2017,12976,7.1,5,84.7,2.01,4.7,18,3,4
19-11-2017,18874,5.3,3.7,81,0,2.2,11.9,1,4
20-11-2017,25998,10.5,9.9,88.2,1.2,8.6,24.9,3,4
21-11-2017,31316,13,13,82.1,0.2,10,27.2,3,4
22-11-2017,31315,14.4,14.4,71.2,0,9.3,37.8,1,4
23-11-2017,30147,11.3,10.6,69.3,2.6,5.8,40.9,3,4
24-11-2017,28930,6.5,6,76,0,2.4,7.1,1,4
25-11-2017,17691,3.5,1.2,80.8,0,0.4,21.8,1,4
26-11-2017,15229,4.6,2.6,78.7,0,1.1,19.8,1,4
27-11-2017,24324,8.5,6.3,81.9,1.01,5.6,29.8,3,4
28-11-2017,28202,4.9,2.4,78.8,0.2,1.4,17.8,3,4
29-11-2017,27319,4.5,1.4,77.5,0,0.9,18.9,1,4
30-11-2017,25986,2.5,-1.2,70.5,0,-2.4,24.2,1,4
01-12-2017,24321,4.5,1.1,77.5,0,0.9,22.7,1,1
02-12-2017,16887,5,3.5,82,0,2.1,10.6,1,1
03-12-2017,12773,8.4,7.2,91,0.6,7,11.9,3,1
04-12-2017,27613,7.6,6.2,83.5,0,4.9,12,1,1
05-12-2017,29611,8.3,6.5,75.5,0,4.2,16.9,1,1
06-12-2017,29058,9.7,8.6,70.4,0,4.6,27.4,1,1
07-12-2017,24810,9.2,7.3,80.2,1.03,5.9,30.6,3,1
08-12-2017,24431,3.2,-0.9,72.3,0,-1.3,28.4,1,1
09-12-2017,15509,1.5,-1.7,78.6,0,-1.9,17.8,1,1
10-12-2017,5143,1.9,-0.9,89.7,16.98,0.3,19.7,4,1
11-12-2017,13055,2.3,-1.7,86.9,10.59,0.3,24.9,3,1
12-12-2017,22780,1.4,-1.2,83.8,0,-1.1,14.2,1,1
13-12-2017,20074,6.5,3.4,89,5,4.8,37.2,3,1
14-12-2017,24064,4.2,0.4,79.7,2.01,1,30,3,1
15-12-2017,21107,4.2,1,83.2,1,1.6,24.1,3,1
16-12-2017,12229,3.1,0.4,84,1,0.6,14.7,3,1
17-12-2017,7519,4.6,2.6,94.6,3.2,3.8,19.5,3,1
18-12-2017,23414,5.5,4.7,80.7,0.2,2.3,10.8,3,1
19-12-2017,22935,4.2,2.9,91.3,0.2,2.9,12.7,3,1
20-12-2017,21801,8.9,8,96.9,0.4,8.4,14,3,1
21-12-2017,20945,10.9,10.9,91.1,0.2,9.4,19,3,1
22-12-2017,17124,10.5,10.1,89.2,0.8,8.8,12.1,3,1
23-12-2017,9725,9.5,7.8,88.7,0,7.8,19.9,1,1
24-12-2017,7498,9.5,8.3,86.1,0,7.3,25.8,1,1
25-12-2017,27305,10.2,9.2,83.8,0.4,7.6,39.7,3,1
26-12-2017,7149,6,3,85,5.2,3.6,23.7,3,1
27-12-2017,5426,4,0.3,84.3,11.03,1.5,29.7,3,1
28-12-2017,11236,1.8,-1.1,83.1,0,-0.9,15.9,1,1
29-12-2017,8346,5.1,2.1,82.4,8.18,2.2,32.4,3,1
