Day,Hire_count,temp,feelslike,humidity,precip,dew,windspeed,conditions,Season
30-12-2017,10908,11.2,10.6,78.8,3.61,7.5,41,3,1
31-12-2017,9292,10.9,9.8,82.8,3.03,8.1,42.3,3,1
01-01-2018,10235,7.1,4.2,76.9,4.4,3.3,28.9,3,1
02-01-2018,14394,7.9,6.4,84.9,4,5.5,33.1,3,1
03-01-2018,20265,9.3,6.5,66.6,5.02,3.3,44.5,3,1
04-01-2018,17543,8.5,6.5,80.2,8.17,5.1,52.7,3,1
05-01-2018,21759,6.6,4.4,80.5,2,3.4,29.1,3,1
06-01-2018,13920,4.3,2,84.2,0.01,1.8,21.1,3,1
07-01-2018,12259,3.8,-0.2,71,0,-1,28.4,1,1
08-01-2018,23374,4.7,1.4,82.6,0,1.9,21.8,1,1
09-01-2018,24683,5.7,4,89.7,0,4.2,13,1,1
10-01-2018,26787,7.7,6.2,89.3,0.2,6,20.2,3,1
11-01-2018,25222,7.1,6,90.5,0.2,5.6,12.5,3,1
12-01-2018,24696,7.1,5.9,86.9,2.19,5,14.6,3,1
13-01-2018,17512,6.2,3.6,79,0,2.9,18.3,1,1
14-01-2018,15070,5.5,4,71.9,0,0.9,13.2,1,1
15-01-2018,19161,8.3,5.6,84.3,5.41,5.8,34.5,3,1
16-01-2018,26921,5.8,1.8,73,0,1.2,33.8,1,1
17-01-2018,26934,5.1,0.9,67.8,0,-0.4,37.2,1,1
18-01-2018,26471,8,5.2,69.3,0.4,2.6,59,3,1
19-01-2018,25799,4,0.8,76.9,0,0.2,26,1,1
20-01-2018,9398,3.8,1.7,89,5.98,2.2,13.2,3,1
21-01-2018,5859,3.7,1.9,93.6,10.01,2.8,18.6,3,1
22-01-2018,26337,9.3,8.2,78.4,2,5.6,19.9,3,1
23-01-2018,26003,10.9,10.2,83.2,0.2,8.2,26.6,3,1
24-01-2018,20206,10.2,8.8,86.2,11.98,8,41.5,3,1
25-01-2018,28189,7.9,5.8,78,0.2,4.3,23.7,3,1
26-01-2018,26430,6,5.3,82.8,0,3.2,10,1,1
27-01-2018,14472,7.9,5.9,85.2,0.8,5.5,28.7,3,1
28-01-2018,17512,11.4,10.9,83.1,0,8.6,31.4,1,1
29-01-2018,26371,10.4,10.2,73.9,0.2,6,30,3,1
30-01-2018,28002,5.4,4.3,83.5,0,2.7,16.9,1,1
31-01-2018,24117,7,3.7,78.7,2.4,3.5,31,3,1
01-02-2018,25525,5.4,2,71.7,0,0.6,26.4,1,1
02-02-2018,25331,5.8,3.2,69.6,0.8,0.6,19.8,3,1
03-02-2018,8975,4.3,3.1,84.7,1.03,1.9,11.6,3,1
04-02-2018,13833,3.9,0.5,74,0.4,-0.3,21.4,3,1
05-02-2018,23898,3.2,0.2,73.4,0,-1.1,18.5,1,1
06-02-2018,25349,2.4,-0.2,67.3,0,-3.1,17.8,1,1
07-02-2018,25388,2.8,0.4,68.6,0,-2.5,15.6,1,1
08-02-2018,25791,3.4,1.1,74.1,0,-0.8,23.8,1,1
09-02-2018,21037,5.2,1.8,75.6,5.98,1.1,25.9,3,1
10-02-2018,9956,4.4,1.5,87,2,2.5,26.3,3,1
11-02-2018,14621,5.6,1.9,69.1,0.6,0.3,35.7,3,1
12-02-2018,24719,3.2,0.1,71.3,0,-1.7,21.5,1,1
13-02-2018,20931,4.5,1.1,83.1,1.01,1.9,32.3,3,1
14-02-2018,18866,4.1,1.2,86.5,1.8,2,35.4,3,1
15-02-2018,25264,7.8,5.5,75.2,5.2,3.3,26.7,3,1
16-02-2018,25411,5.1,3.3,72.9,0,0.3,15.9,1,1
17-02-2018,23169,6.1,5.6,75.2,0,1.7,11.4,1,1
18-02-2018,18624,6.8,5.8,81,0,3.6,13.8,1,1
19-02-2018,19879,8.9,8.4,92.1,1.2,7.7,15.5,3,1
20-02-2018,25055,8.6,6.1,80.6,0.22,5.3,26.1,3,1
21-02-2018,26434,5.1,3.3,76.7,0,1.3,14.4,1,1
22-02-2018,26179,3.9,1.2,67.4,0,-1.8,20.6,1,1
23-02-2018,23067,2.6,-0.5,68.2,0,-2.8,25.2,1,1
24-02-2018,16522,2.8,-0.7,63.8,0,-3.5,25.8,1,1
25-02-2018,14037,1.9,-1.9,58.8,0,-5.4,24.4,1,1
26-02-2018,19204,0.3,-4.2,64.1,0,-5.8,26.2,1,1
27-02-2018,18741,-1.3,-4.1,69.5,0.8,-6.2,16.9,4,1
28-02-2018,10619,-3.2,-7.7,76.1,0,-6.9,29,1,1
01-03-2018,8744,-1.9,-8,74.1,0,-6,31.6,1,2
02-03-2018,8234,-0.5,-5.9,82.2,0,-3.2,32.1,1,2
03-03-2018,7924,2.3,-1.4,92.9,4.98,1.3,21.4,4,2
04-03-2018,10853,6.1,4,89,1,4.5,16.3,3,2
05-03-2018,24818,7.5,5.9,82.3,0,4.6,18.3,1,2
06-03-2018,26301,7.6,5.9,77.1,0.4,3.7,15.7,3,2
07-03-2018,22044,6.9,5.4,77.6,3.21,3,24.2,3,2
08-03-2018,25967,7.2,4.2,70.5,2,1.8,37.4,3,2
09-03-2018,18912,7,5.8,86.7,2.99,4.9,15.4,3,2
10-03-2018,18717,11.4,11.2,86.1,4.01,9.1,20.6,3,2
11-03-2018,16259,9.1,8.9,89.7,3.98,7.5,17.4,3,2
12-03-2018,19996,9.1,8.1,87.6,2.24,7.2,19.6,3,2
13-03-2018,28069,7.9,6.8,77.3,0.2,4.2,14.6,3,2
14-03-2018,28769,8.9,8.2,71,0,3.6,28.3,1,2
15-03-2018,25318,10,8.9,81.4,5.23,6.8,24.1,3,2
16-03-2018,28308,10.3,9.4,73.6,0,5.6,20.7,1,2
17-03-2018,8106,1.7,-3.2,82.3,0.6,-0.9,30.4,4,2
18-03-2018,6624,0.4,-4.4,77,0.79,-3.2,28.6,4,2
19-03-2018,20488,1.8,-2.7,60.4,0.61,-5.2,30.8,4,2
20-03-2018,24582,5.1,2.3,65.3,0,-1,26.5,1,2
21-03-2018,27719,5.8,4.4,66,0,-0.5,21.8,1,2
22-03-2018,27228,7.8,5.6,69.8,0,2.5,21.6,1,2
23-03-2018,26894,9.3,7.6,68,0,3.5,28,1,2
24-03-2018,18804,8.3,7.3,83.4,1.6,5.6,11,3,2
25-03-2018,19723,9.3,8.8,73.6,0,4.7,11.9,1,2
26-03-2018,29486,9.1,8.5,56.8,0,0.8,15.2,1,2
27-03-2018,22603,9.3,7.8,75.9,4.19,5.1,30,3,2
28-03-2018,15800,6.2,4.4,83.7,11.39,3.6,19.7,3,2
29-03-2018,20237,5.8,3.8,83.7,3.02,3.2,25.1,3,2
30-03-2018,6362,6.2,4,89,11.01,4.5,18.3,3,2
31-03-2018,11032,6.1,3.7,82,0.4,3.3,18.4,3,2
01-04-2018,13504,6,4.3,73.8,0,1.6,18.4,1,2
02-04-2018,7998,8.4,7,90,11.99,6.8,20.8,3,2
03-04-2018,22708,11.4,11.3,82.8,2.8,8.5,25.9,3,2
04-04-2018,23173,10.3,9.4,79.7,0.8,6.9,33.4,3,2
05-04-2018,30508,8.5,6.6,58.6,0,0.4,29.1,1,2
06-04-2018,30690,11,9.8,63.5,0,3.9,26.8,1,2
07-04-2018,25909,12.9,12.9,72.7,0,8.1,24.4,1,2
08-04-2018,9759,10.6,10.6,90.9,2.62,9.1,9.8,3,2
09-04-2018,16324,9.1,7.6,94.4,7.67,8.2,13.9,3,2
10-04-2018,26751,10.7,10.1,89.6,8.39,9,18.1,3,2
11-04-2018,24883,9.7,9,90.5,4.41,8.2,15.6,3,2
12-04-2018,26473,8.8,7.2,91.1,0,7.4,16.2,1,2
13-04-2018,27363,9.1,8.5,83.9,0,6.5,14,1,2
14-04-2018,34235,12.9,12.8,72.8,0,7.8,15.7,1,2
15-04-2018,21324,12.1,12.1,80.3,0.2,8.8,21.3,3,2
16-04-2018,30730,11.7,11.3,68.3,0,5.8,24.9,1,2
17-04-2018,33025,14.7,14.7,60,0,6.9,31.9,1,2
18-04-2018,40544,17.9,17.9,62,0,9.7,20.4,1,2
19-04-2018,43585,20.2,20,53.1,0,9,15.3,1,2
20-04-2018,45048,19.8,19.8,59,0,11,10.3,1,2
21-04-2018,42328,17.1,17.1,68.6,0,11.1,14.7,1,2
22-04-2018,38395,17.8,17.8,69.9,3.03,11.7,24.2,3,2
23-04-2018,35940,12.5,12.2,68.1,0,6.6,25.3,1,2
24-04-2018,33430,13.4,13.4,75.5,0,9.1,28,1,2
25-04-2018,33426,11.8,11.3,68.9,0.8,6.1,30.6,3,2
26-04-2018,34995,10.8,9.7,66.3,0,4.3,26.6,1,2
27-04-2018,21387,9.8,9.1,85.9,6.95,7.5,19,3,2
28-04-2018,17368,9.2,7.8,88.5,4.81,7.4,13.9,3,2
29-04-2018,15822,7.6,5.2,82.7,0,4.9,25.5,1,2
30-04-2018,17112,7.1,4,73.9,8.39,2.6,29.7,3,2
01-05-2018,34598,9,7.8,63.6,0,2.1,26.9,1,2
02-05-2018,23727,10.3,9.2,76.7,3.02,6.3,29.2,3,2
03-05-2018,35477,11.1,10.9,67.5,0,4.7,15.8,1,2
04-05-2018,36447,15,15,61.3,0,7.3,12.1,1,2
05-05-2018,39070,15.6,15.6,55.6,0,5.9,13.4,1,2
06-05-2018,40606,17.5,17.5,52.3,0,7.2,15.4,1,2
07-05-2018,45435,19.4,19.3,53.3,0,8.7,13.9,1,2
08-05-2018,41579,18.7,18.7,63.1,0,10.9,23.9,1,2
09-05-2018,41130,15.4,15.4,63.7,0,8,22.1,1,2
10-05-2018,38054,13.7,13.7,59.8,1.99,5.3,20.7,3,2
11-05-2018,38386,13.5,13.3,60.2,0,5.5,23.9,1,2
12-05-2018,16717,12.7,12.7,81.1,4.02,9.5,9.9,3,2
13-05-2018,29190,13,12.9,69.4,2,6.9,11.8,3,2
14-05-2018,38095,15.2,15.2,50.9,0,4.7,23.6,1,2
15-05-2018,42106,16.8,16.8,54.5,0,7.5,19.2,1,2
16-05-2018,34627,13.1,13,66.6,0,6.9,26.6,1,2
17-05-2018,37549,12,11.2,62.9,0,4.7,18.5,1,2
18-05-2018,37305,12.4,12.2,59.8,0,4.2,10.4,1,2
19-05-2018,36895,14.4,14.4,65,0,7,13.9,1,2
20-05-2018,39964,14.6,14.5,69.6,0,8.5,14,1,2
21-05-2018,38800,16.3,16.3,67.2,0,9.7,13.1,1,2
22-05-2018,41242,17,17,63.2,0,9.8,22.9,1,2
23-05-2018,38229,14.1,14.1,73.5,0,9.3,21.8,1,2
24-05-2018,31970,15.2,15.2,80.2,2.45,11.7,15.9,3,2
25-05-2018,35108,16.3,16.3,78.7,0.01,12.6,11.1,3,2
26-05-2018,33573,20.3,20.3,72.6,0,14.8,27.4,1,2
27-05-2018,33192,20.9,20.9,73.1,13.97,15.4,15.9,3,2
28-05-2018,36742,19.8,19.8,78.9,0,15.8,14.1,1,2
29-05-2018,24312,15.6,15.6,89.3,23.94,13.8,18.7,3,2
30-05-2018,34884,16.2,16.2,86.3,0.43,13.9,12.2,3,2
31-05-2018,37677,18.6,18.6,84.6,0,15.9,15.4,1,2
01-06-2018,37293,18.8,18.8,80.3,0,15.3,17.2,1,3
02-06-2018,38293,18.8,18.8,73.9,0,13.6,14.8,1,3
03-06-2018,39871,20.2,20.2,65.2,0,12.7,13.5,1,3
04-06-2018,35255,16.5,16.5,82.6,0,13.4,16,1,3
05-06-2018,37048,14.7,14.7,75.8,0,10.4,17.2,1,3
06-06-2018,41592,15.8,15.6,67.3,0,9.4,14.9,1,3
07-06-2018,37841,17.1,17.1,71,0,11.8,14.3,1,3
08-06-2018,39576,18,18,66.4,0,11.4,13,1,3
09-06-2018,36466,17.1,17.1,72.2,0,11.9,13.6,1,3
10-06-2018,38562,17.7,17.7,73.9,0,12.9,15.4,1,3
11-06-2018,41027,18,18,63.8,0,10.3,16.3,1,3
12-06-2018,38487,15.1,15.1,73.2,0,10.2,15,1,3
13-06-2018,40569,16.1,16.1,64,0,8.9,25.1,1,3
14-06-2018,37871,17.7,17.7,67.4,0.2,11.1,25.8,3,3
15-06-2018,39862,18,18,56.5,0,8.8,19,1,3
16-06-2018,31329,16.8,16.8,62.4,0,9.5,26.4,1,3
17-06-2018,26769,15.7,15.7,72,0.2,10.5,23.1,3,3
18-06-2018,39768,19.2,19.2,71.1,0.2,13.4,26.4,3,3
19-06-2018,41862,20.6,20.6,71,0,15,20.8,1,3
20-06-2018,41134,19.4,19.4,76,0,14.8,21.5,1,3
21-06-2018,41533,16.5,16.5,47.4,0,4.8,21.8,1,3
22-06-2018,41765,16.8,16.8,51.6,0,6.1,12.3,1,3
23-06-2018,38772,18.1,18.1,51,0,6.2,16.8,1,3
24-06-2018,38982,20,20,47.2,0,8.1,12.3,1,3
25-06-2018,44565,21.9,21.5,50.5,0,9.8,13.1,1,3
26-06-2018,46084,21.1,21.1,57.5,0,11.8,17.6,1,3
27-06-2018,44788,18.9,18.9,65.1,0,11.7,17.6,1,3
28-06-2018,43075,19.4,19.4,65.8,0,12.2,19.7,1,3
29-06-2018,43081,20.2,20.2,60.9,0,11.6,21.8,1,3
30-06-2018,38522,20.3,20.3,55.8,0,10.3,23.6,1,3
01-07-2018,37334,23.2,23,49.2,0,11.3,19,1,3
02-07-2018,42556,23.1,22.9,39.6,0,8,24.7,1,3
03-07-2018,44655,20.5,20.5,47.9,4.96,8.5,23.4,3,3
04-07-2018,43511,19.9,19.9,63.1,0,12.4,0.1,1,3
05-07-2018,44052,22.6,22.5,63.7,0.01,14.6,0.1,3,3
06-07-2018,43143,23.6,23.4,58.3,0,13.7,10.4,1,3
07-07-2018,36308,24.6,24.4,56.2,0,14.3,16.1,1,3
08-07-2018,38196,24.2,23.9,51.3,0,12.9,17.9,1,3
09-07-2018,41893,23.1,23,56.5,0,13.4,20.4,1,3
10-07-2018,43535,18.3,18.3,61.3,0,10.5,17.6,1,3
11-07-2018,44003,18.3,18.3,67.4,0,11.9,14.3,1,3
12-07-2018,41826,19.3,19.3,66.7,0,12.5,12.1,1,3
13-07-2018,38879,20.4,20.3,66.9,0.02,13.4,13.7,3,3
14-07-2018,37733,21.5,21.5,61.7,1.98,13.2,15.7,3,3
15-07-2018,37299,23.4,23,50,0,11.1,13.6,1,3
16-07-2018,41828,23.6,23.3,47.3,0.99,11,19.8,3,3
17-07-2018,43392,19.8,19.8,56.9,0,10.6,20.5,1,3
18-07-2018,43183,20.6,20.6,57.3,1.98,11.4,10.7,3,3
19-07-2018,42857,21.4,21.4,53.9,0,10.9,14.3,1,3
20-07-2018,40297,21,21,55.9,0,11.8,15.5,1,3
21-07-2018,38763,22.4,22.4,61.1,0,13.9,15.1,1,3
22-07-2018,37683,23.1,23,56.1,0,13.3,16.4,1,3
23-07-2018,42509,25.2,25.1,52.7,0,14.4,17.6,1,3
24-07-2018,44195,24,24,60.3,0,15.1,21.9,1,3
25-07-2018,44870,24.8,24.7,54.9,0,14.5,12.4,1,3
26-07-2018,43343,26.8,26.6,56.4,0,16,21.3,1,3
27-07-2018,34606,24.5,24.5,60.1,5.99,15.7,19.4,3,3
28-07-2018,41145,19.7,19.7,60.7,0.2,11.4,35.3,3,3
29-07-2018,18974,18.2,18.2,81.2,5.01,14.9,30.1,3,3
30-07-2018,38274,20.3,20.3,72.3,0.2,14.9,26.2,3,3
31-07-2018,42260,19.9,19.9,65.4,4.26,12.7,21.5,3,3
01-08-2018,43691,19.9,19.9,61.1,0,11.4,17.4,1,3
02-08-2018,43292,22.2,22.3,61.3,0,13.9,11.5,1,3
03-08-2018,40908,25.8,25.7,58.8,0,16.3,16.8,1,3
04-08-2018,39318,24.1,24,57.8,0,14.7,14.9,1,3
05-08-2018,40220,22.5,22.5,62.6,0,14.2,15.2,1,3
06-08-2018,41963,24.2,23.9,54.6,0,13.2,13.7,1,3
07-08-2018,40954,23.9,23.8,58.5,0,14.7,20.7,1,3
08-08-2018,42676,19.8,19.8,56.8,0.8,10.6,25.8,3,3
09-08-2018,20574,15.7,15.7,84.5,11.96,13,12.8,3,3
10-08-2018,29253,15,15,79.5,13,11.2,20.7,3,3
11-08-2018,33214,15.9,15.9,71.7,0,10.2,19.4,1,3
12-08-2018,23113,18.8,18.8,73.1,0.4,13.8,23.1,3,3
13-08-2018,36510,19.4,19.4,76.3,1.01,14.8,18.4,3,3
14-08-2018,40735,19.6,19.6,66,0,12.8,20.7,1,3
15-08-2018,40930,19.7,19.7,70.1,0,14.1,24.3,1,3
16-08-2018,28400,17.4,17.4,82.4,14.99,14.3,22.9,3,3
17-08-2018,36869,17,17,68.5,0,10.6,21.1,1,3
18-08-2018,31691,18.7,18.7,71.9,0,13.5,19.8,1,3
19-08-2018,32209,20.9,20.9,72.9,0,15.7,24.7,1,3
20-08-2018,37839,21.6,21.6,71.1,0,16.1,17.2,1,3
21-08-2018,40293,21.8,21.8,69,0,15.7,16.1,1,3
22-08-2018,38401,18.9,18.9,80.3,0,15.4,16.4,1,3
23-08-2018,34492,19.3,19.3,72.6,1,14,24.9,3,3
24-08-2018,27839,14.7,14.7,67.6,4.96,8.3,27.1,3,3
25-08-2018,25490,13.1,12.5,72.8,5.77,7.9,16.4,3,3
26-08-2018,8177,14.1,14.1,86.3,11.96,11.8,26.6,3,3
27-08-2018,25059,16.8,16.8,73.2,0.6,11.8,23.4,3,3
28-08-2018,34791,17.4,17.4,66.2,0,10.9,12.5,1,3
29-08-2018,27070,16.3,16.3,77,5,12,14.2,3,3
30-08-2018,37001,16.1,16.1,59.8,0,8,10.8,1,3
31-08-2018,35209,16.8,16.8,70,0,11,12.7,1,3
01-09-2018,35326,18,18,63.3,0,10.2,15.4,1,4
02-09-2018,35048,17.7,17.7,62.3,0,9.5,12.1,1,4
03-09-2018,36068,17.9,17.9,68.9,0,11.3,10,1,4
04-09-2018,36581,16.8,16.8,72.7,0,11.7,15.8,1,4
05-09-2018,36059,17.3,17.3,71.7,0,12,15.5,1,4
06-09-2018,34778,16.5,16.5,71.1,0,10.9,19.1,1,4
07-09-2018,35451,14.1,13.9,61.7,0,6.4,25.1,1,4
08-09-2018,28318,14.8,14.8,73.1,0,9.9,21.6,1,4
09-09-2018,30598,18.3,18.3,69.5,0,12.4,24.9,1,4
10-09-2018,36965,17.3,17.3,70,0,11.4,25,1,4
11-09-2018,37221,19,19,79,0,15.3,26.1,1,4
12-09-2018,33403,14.2,14.2,81.3,2,10.9,14.2,3,4
13-09-2018,38708,13.8,13.8,70.1,0.2,7.5,16.7,3,4
14-09-2018,35332,14.2,14.2,71.5,0,9,23.7,1,4
15-09-2018,33465,15.7,15.7,73.6,0,10.5,15.5,1,4
16-09-2018,32055,17.9,17.9,70.6,0,12.1,11.1,1,4
17-09-2018,39190,20.6,20.6,63.4,0,12.7,23.2,2,4
18-09-2018,38360,19.6,19.6,68.5,0,13.5,31.1,2,4
19-09-2018,37027,19.4,19.4,72.8,0,14.4,36,1,4
20-09-2018,35317,19.1,19.1,74.5,0.2,14.5,35.9,3,4
21-09-2018,32942,14.5,14.5,66.8,4.81,8.3,39.3,3,4
22-09-2018,12376,11.6,11.6,84.9,6,9.1,15.7,3,4
23-09-2018,13192,11.1,10.9,79.2,15.58,7.3,21.6,3,4
24-09-2018,34563,10.3,10,69.9,0,4.3,14.1,1,4
25-09-2018,36730,10.8,10.8,71.3,0,5.1,7.8,1,4
26-09-2018,39281,13.7,13.7,68.4,0,7.1,14.7,1,4
27-09-2018,39835,15.4,15.4,67.9,0,8.4,16.3,1,4
28-09-2018,35817,14.2,14.2,61.8,0,6.7,19.3,1,4
29-09-2018,32941,11.8,11.8,68.8,0,5.8,6.3,1,4
30-09-2018,25254,11.1,10.9,72.5,0,6,14.4,1,4
01-10-2018,34411,11.4,11.1,61.5,0,3.9,18.3,1,4
02-10-2018,37515,15.6,15.6,70.3,0,10.2,23.8,1,4
03-10-2018,38434,15.2,15.2,75.7,0,10.8,16.8,1,4
04-10-2018,36930,13.3,13.3,88.7,0,11.5,16.5,1,4
05-10-2018,39569,15.3,15.3,81.8,0,11.8,10.9,1,4
06-10-2018,10043,10.9,10.1,90.9,10.01,9.4,23,3,4
07-10-2018,25713,9.9,8.9,72.3,0.2,5,21.4,3,4
08-10-2018,35156,11.7,11.5,74.2,0,7.2,18.5,1,4
09-10-2018,39132,14.4,14.4,76,0,9.8,19.1,1,4
10-10-2018,39398,16,16,82.2,0,12.7,18.8,1,4
11-10-2018,35875,17.5,17.5,77.7,0.01,13.5,25.2,3,4
12-10-2018,35747,18.3,18.3,68.5,0.41,12.1,34.7,3,4
13-10-2018,36393,21.4,21.4,64.3,0,14.4,28.4,1,4
14-10-2018,10292,14.1,14.1,87.4,7.03,12,19.5,3,4
15-10-2018,28044,13,13,94.8,19.23,12.2,13.9,3,4
16-10-2018,37920,16.4,16.4,83.9,0,13.6,19.1,1,4
17-10-2018,30482,13.6,13.6,89.7,1,12,11.5,3,4
18-10-2018,35206,12.9,12.9,76.8,0,8.9,15.6,1,4
19-10-2018,34707,10.7,10.7,76,0,6.4,5.4,1,4
20-10-2018,32588,11.6,11.6,83.9,0,8.7,10.8,1,4
21-10-2018,32484,13.6,13.6,82.1,0,10.3,18.6,1,4
22-10-2018,34430,10.7,10.5,65.6,0,4.4,18.5,1,4
23-10-2018,34889,10.9,10.4,74.9,0,6.4,19.9,1,4
24-10-2018,35656,13.4,13.4,79.4,0,9.7,17.1,1,4
25-10-2018,34640,10.1,9.6,80.8,0,6.8,13.8,1,4
26-10-2018,27636,9.5,8.5,72.1,0.8,4.7,23.9,3,4
27-10-2018,18756,5.4,2.4,72.7,0,0.9,20.5,1,4
28-10-2018,13675,6.6,4.1,79.3,3.98,3.1,23.6,3,4
29-10-2018,29409,5.9,3.4,74.2,0,1.5,18.5,1,4
30-10-2018,30269,7.3,4.5,78,0,3.7,21.8,1,4
31-10-2018,32891,7.6,7.3,77.9,0,3.7,19.9,1,4
01-11-2018,23475,9.7,9.2,93,6.8,8.6,16.5,3,4
02-11-2018,31083,5.6,4.4,81.7,0,2.5,13.3,1,4
03-11-2018,25142,9.4,8.4,72.2,0,4.6,28.2,1,4
04-11-2018,21829,10.5,9.8,76.4,0,6.6,17.2,1,4
05-11-2018,31421,11.4,11,89.2,0,9.7,12.2,1,4
06-11-2018,33038,13,12.8,87.1,0.2,10.8,24.8,3,4
07-11-2018,27656,12.4,12.3,83.9,3.06,9.7,31.7,3,4
08-11-2018,32933,10,8.9,76.1,0.6,5.9,27.2,3,4
09-11-2018,27403,10.5,9.8,84.6,0.4,7.9,31.1,3,4
10-11-2018,14732,11,10.5,90.8,24.96,9.5,24,3,4
11-11-2018,18455,10.6,10.1,83.2,16.96,7.8,24.3,3,4
12-11-2018,26077,11,10.9,87.4,8.97,8.9,24.8,3,4
13-11-2018,32062,10.7,10,79.6,0.01,7.2,23.2,3,4
14-11-2018,33339,11.5,11.5,82.6,0.2,8.6,19.7,3,4
15-11-2018,33043,12.7,12.7,91.1,0,11.3,14.6,1,4
16-11-2018,28581,10.3,9.8,94.7,0,9.5,13.6,1,4
17-11-2018,20518,9,7.2,82.6,0,6.2,20.2,1,4
18-11-2018,9585,8.3,6.7,73.7,0,3.8,23.8,1,4
19-11-2018,18246,7.3,4.2,74.2,0.2,2.9,23,3,4
20-11-2018,15237,4.5,1.3,86.9,10.96,2.5,21.5,3,4
21-11-2018,25022,4,1.9,85,4.99,1.6,18.8,3,4
22-11-2018,26112,4.1,3.1,86.3,0,2,9.9,1,4
23-11-2018,25881,7.2,5.5,89.2,0,5.6,13.6,1,4
24-11-2018,15813,8.7,6.5,83.5,0.6,6.1,17.7,3,4
25-11-2018,14529,7.5,5.1,78.8,0,4.1,19.5,1,4
26-11-2018,27509,7.1,5.1,80,0,3.9,14.4,1,4
27-11-2018,22128,6.5,4.7,92.9,3.02,5.4,23.8,3,4
28-11-2018,22846,12.2,12,91.5,3.81,10.8,33.1,3,4
29-11-2018,25714,12.3,12.2,81,1.22,9.2,39.6,3,4
30-11-2018,28615,9.3,7.9,78.4,0.4,5.6,22.9,3,4
01-12-2018,14046,10.5,9.8,87.4,5.01,8.5,23.7,3,1
02-12-2018,15990,13.7,13.7,87.3,0.82,11.7,25.6,3,1
03-12-2018,25801,11.3,10.8,81.2,3.98,8.2,27.2,3,1
04-12-2018,28982,6.1,5.3,84.7,0,3.6,10,1,1
05-12-2018,23816,10.2,9.2,93,1.62,9.1,20.8,3,1
06-12-2018,16600,12.2,12.2,87.9,0.2,10.3,24.9,3,1
07-12-2018,18608,10.7,9.3,81.9,8,7.7,33.9,3,1
08-12-2018,16515,9.8,7.6,76,0.8,5.8,39.4,3,1
09-12-2018,15441,9.4,7.7,75.3,1.2,5.2,38,3,1
10-12-2018,27880,7.7,5.6,81.6,0,4.7,17.5,1,1
11-12-2018,28904,5.8,5.1,88.1,0,3.9,10.6,1,1
12-12-2018,27494,6.5,3.8,74.8,0,2.2,20.3,1,1
13-12-2018,25997,3.4,0,75.7,0,-0.5,22.7,1,1
14-12-2018,24076,3.2,1.8,68.5,0,-2,13.8,1,1
15-12-2018,8076,3.3,-1.1,79.1,10.98,0,27.2,3,1
16-12-2018,12123,6.9,4.8,89.6,1,5.3,19.4,3,1
17-12-2018,24973,7.4,5.2,87.9,5,5.5,18.2,3,1
18-12-2018,20180,9.9,9,81.3,2.01,6.8,30.2,3,1
19-12-2018,22425,8,5.7,86.4,5.16,5.9,16.9,3,1
20-12-2018,23694,8.5,6.5,81.2,0.2,5.5,21.2,3,1
21-12-2018,19169,11.4,11.4,81.6,6.21,8.3,40.6,3,1
22-12-2018,13310,9.9,8.8,81.5,0.8,6.8,33,3,1
23-12-2018,6748,9.4,8.2,91.6,3.6,8.1,23.2,3,1
24-12-2018,10043,6.1,5.6,86.9,2,4.1,9.7,3,1
25-12-2018,35267,5.7,5.1,90.9,0.2,4.3,7.3,3,1
26-12-2018,10841,8,7.3,89.9,0,6.4,11.5,1,1
27-12-2018,12310,5.4,5.3,94.2,0,4.5,5,1,1
28-12-2018,13794,7.9,7.4,86.3,0,5.7,13.2,1,1
29-12-2018,13100,10,9.1,87.7,0,8.1,28.3,1,1
30-12-2018,12922,9.2,8.5,93.3,0.2,8.1,15.4,3,1
